"Taxon","Binomial","Presence","Origin","Seasonal","Compiler","Year","Citation","Dec_Lat","Dec_Long","SpatialRef","BasisOfRec","Event_Year","Source","CatalogNo","Dist_comm","Subspecies","Subpop","Tax_comm","Data_sens","Sens_comm"
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Jenny Menjivar, Gabriel Ceren, Eunice Echeverria",2017,"Museo de Historia Natural de El Salvador",13.4333333,-89.05,"WGS84","Preserved_specimen",NA,"Jenny Menjivar, Gabriel Ceren, Eunice Echeverria",NA,"Depto. La Paz. Centro experimental de agronomíÈa","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Jenny Menjivar, Gabriel Ceren, Eunice Echeverria",2017,"Museo de Historia Natural de El Salvador",13.3,-88.066667,"WGS84","Preserved_specimen",NA,"Jenny Menjivar, Gabriel Ceren, Eunice Echeverria",NA,"Depto. La Unií£nLaguna de Olomega","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Jenny Menjivar, Gabriel Ceren, Eunice Echeverria",2017,"Museo de Historia Natural de El Salvador",13.6166667,-87.9,"WGS84","Preserved_specimen",NA,"Jenny Menjivar, Gabriel Ceren, Eunice Echeverria",NA,"Depto. La Unií£n. Santa Rosa de Lima","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Jenny Menjivar, Gabriel Ceren, Eunice Echeverria",2017,"Museo de Historia Natural de El Salvador",13.6025,-88.644444,"WGS84","Preserved_specimen",NA,"Jenny Menjivar, Gabriel Ceren, Eunice Echeverria",NA,"Depto. San Vicente. Las Galeras","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Jenny Menjivar, Gabriel Ceren, Eunice Echeverria",2017,"Museo de Historia Natural de El Salvador",13.8658333,-89.573889,"WGS84","Preserved_specimen",NA,"Jenny Menjivar, Gabriel Ceren, Eunice Echeverria",NA,"Depto. Santa Ana. Laguna de Coatepeque","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",8.602747285,-77.49755859,"WGS85","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",8.167993177,-77.73925781,"WGS86","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",7.44962426,-80.46386719,"WGS87","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",9.427386615,-79.78271484,"WGS88","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",9.470735674,-79.1015625,"WGS89","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",7.841615185,-81.38671875,"WGS90","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",8.602747285,-83.56201172,"WGS91","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",8.4506388,-82.96875,"WGS92","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",10.85488627,-85.62744141,"WGS93","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",12.83322602,-87.20947266,"WGS94","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",12.66177751,-87.13256836,"WGS95","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",12.47948713,-86.59423828,"WGS96","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",12.11452277,-86.31958008,"WGS97","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",11.66299611,-85.91308594,"WGS98","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",11.42618683,-85.73730469,"WGS99","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",13.40030705,-86.27563477,"WGS100","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",13.30410287,-86.28662109,"WGS101","","","","","","glabriusculum",NA,NA,"",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"",NA,"",18.01007995,-101.8103027,"WGS102","","","","","","glabriusculum",NA,NA,"",NA
